Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,24920.04,-49.36824,67.0259
7.338996338110348,22949.98,-46.19926,67.063
10.772173450159421,20136.01,-45.33506,67.0636
15.811388300841895,17409.92,-45.53532,67.0506
23.207944168063896,14743.07,-46.3271,67.071
34.06460345289807,12291.9,-47.37445,67.0734
49.99999999999999,10162.69,-48.45522,67.0841
73.38996338110344,8336.417,-49.49291,67.0546
107.72173450159421,6787.748,-50.50052,67.0666
158.11388300841895,5539.81,-51.42648,67.0658
232.07944168063884,4475.327,-52.4224,67.0551
340.6460345289807,3592.169,-53.5209,67.0616
499.99999999999994,2872.315,-54.49926,67.059
733.8996338110344,2276.473,-55.56833,67.0631
1077.217345015941,1787.618,-56.58773,67.0499
1581.1388300841895,1397.479,-57.4538,67.0339
2320.794416806388,1084.839,-57.99847,67.0366
3406.4603452898036,837.172,-58.07258,67.0192
4999.999999999999,643.2994,-57.40192,67.0046
7338.996338110344,494.4385,-55.77369,67.0246
10772.17345015941,382.489,-52.99872,67.0096
15811.388300841894,300.2351,-48.94891,66.9874
23207.944168063907,241.4546,-43.71126,66.9731
34064.60345289804,200.8252,-37.6423,66.9722
49999.99999999999,173.4645,-31.29665,66.9968
