Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,812.0,-78,66.2296,177.08235488459482,1.7272
a-025,IR02,958.0,-54,66.2296,520.9371647728649,0.8103
a-026,IR03,11500.0,-67,66.2296,181.6248742568644,1.1716
a-027,IR04,690.0,-134,66.2296,291.2541676260901,1.2028
a-011,IR05,768.0,-97,66.2296,225.64178676579385,1.4268
a-023,IR06,570.0,-40,66.2296,145.13155689625552,1.377
a-022,IR07,920.0,-34,66.2296,0.0,0.594
a-021,IR08,748.0,-38,66.2296,197.7830869142431,0.8375
a-020,IR09,3170.0,-20,66.2296,147.8412518854253,1.008
a-004,IR10,1290.0,-41,66.2296,101.19157180916581,1.2387
a-028,PT01,113000.0,-48,66.2296,2.750458529026035,3.2472
a-029,PT02,2170.0,-39,66.2296,22.969957160188326,2.1784
a-030,PT03,22700.0,-43,66.2296,73.32470098427197,2.0868
a-031,PT04,3980.0,-35,66.2296,43.06682319301272,2.3458
a-015,PT05,4460.0,-34,66.2296,42.72810522810161,2.0832
a-019,PT06,1190.0,-66,66.2296,38.45345730393357,2.6302
a-018,PT07,443.0,-58,66.2296,40.585489779038,2.1168
a-017,PT08,2230.0,-84,66.2296,59.36588442083519,1.7199
a-016,PT09,1950.0,-69,66.2296,86.79580774075833,1.607
a-000,PT10,1760.0,-68,66.2296,32.53839801782076,2.8304
